gesture,point_0_x,point_0_y,point_0_z,point_1_x,point_1_y,point_1_z,point_2_x,point_2_y,point_2_z,point_3_x,point_3_y,point_3_z,point_4_x,point_4_y,point_4_z,point_5_x,point_5_y,point_5_z,point_6_x,point_6_y,point_6_z,point_7_x,point_7_y,point_7_z,point_8_x,point_8_y,point_8_z,point_9_x,point_9_y,point_9_z,point_10_x,point_10_y,point_10_z,point_11_x,point_11_y,point_11_z,point_12_x,point_12_y,point_12_z,point_13_x,point_13_y,point_13_z,point_14_x,point_14_y,point_14_z,point_15_x,point_15_y,point_15_z,point_16_x,point_16_y,point_16_z,point_17_x,point_17_y,point_17_z,point_18_x,point_18_y,point_18_z,point_19_x,point_19_y,point_19_z,point_20_x,point_20_y,point_20_z
Como estas,0.4028768241405487,0.9492777585983276,1.2995774056889786e-07,0.42738035321235657,0.9219451546669006,-0.019421113654971123,0.44164347648620605,0.888972282409668,-0.031189462170004845,0.4519706666469574,0.8643417954444885,-0.04183591529726982,0.4632229804992676,0.8461216688156128,-0.05318750813603401,0.3849891424179077,0.8527765274047852,-0.022342346608638763,0.36916229128837585,0.8176980018615723,-0.033471714705228806,0.35806894302368164,0.802611768245697,-0.041058704257011414,0.34640273451805115,0.790816068649292,-0.04725516587495804,0.36119088530540466,0.8744015097618103,-0.021208787336945534,0.3509085178375244,0.8633654117584229,-0.03395058214664459,0.36245208978652954,0.8785455226898193,-0.03906232863664627,0.37158483266830444,0.8939955830574036,-0.040803875774145126,0.3493494391441345,0.905607283115387,-0.02144576609134674,0.3472371995449066,0.9103406667709351,-0.03332173079252243,0.3572719395160675,0.9242389798164368,-0.033296193927526474,0.3639751374721527,0.9357474446296692,-0.03134739026427269,0.3456648290157318,0.9382101893424988,-0.0235289353877306,0.34674790501594543,0.9467573761940002,-0.03071604110300541,0.3568398654460907,0.9567546844482422,-0.028126949444413185,0.3645242750644684,0.9633157849311829,-0.0245856661349535
Como estas,0.6341376900672913,0.7676894664764404,1.1649453313111735e-07,0.6440795660018921,0.7358856201171875,-0.0005869181477464736,0.633883535861969,0.6885941028594971,0.0002513689105398953,0.6174855828285217,0.6585213541984558,0.0010000868933275342,0.6013016104698181,0.6400530338287354,0.001663101720623672,0.6254311800003052,0.6700317859649658,-0.003471521195024252,0.6052433848381042,0.6273040175437927,-0.008155561052262783,0.5883092880249023,0.5993490219116211,-0.011046777479350567,0.5730764865875244,0.5819052457809448,-0.012718579731881618,0.6086342930793762,0.6784958839416504,-0.00684780441224575,0.5885416269302368,0.6315808892250061,-0.010984581895172596,0.5741776823997498,0.6039911508560181,-0.014113097451627254,0.5603401064872742,0.5832442045211792,-0.016095077618956566,0.589604914188385,0.6920280456542969,-0.010173507034778595,0.570806622505188,0.647503674030304,-0.014197765849530697,0.5579548478126526,0.6185275912284851,-0.016467535868287086,0.5460567474365234,0.5961462259292603,-0.017904484644532204,0.5687304735183716,0.7108675837516785,-0.013244177214801311,0.5510478019714355,0.6761915683746338,-0.01734422706067562,0.5398156046867371,0.652641236782074,-0.018012259155511856,0.5304743051528931,0.6330163478851318,-0.01789536140859127
Como estas,0.3904968202114105,0.8504542708396912,2.531078564516065e-07,0.3692396879196167,0.8137401938438416,-0.018325749784708023,0.35713890194892883,0.7853388786315918,-0.02683965675532818,0.34093740582466125,0.7713198661804199,-0.034438781440258026,0.32220640778541565,0.7660998702049255,-0.042610812932252884,0.38302579522132874,0.8300862908363342,-0.03048025444149971,0.41067683696746826,0.818832516670227,-0.047781262546777725,0.4286332428455353,0.7987586259841919,-0.061563242226839066,0.44931650161743164,0.7789638638496399,-0.07094377279281616,0.3999982476234436,0.8663425445556641,-0.03176790103316307,0.4380965232849121,0.8533296585083008,-0.04658988118171692,0.45972609519958496,0.8281112909317017,-0.055276092141866684,0.47940975427627563,0.8042139410972595,-0.06457097083330154,0.41126692295074463,0.8961989283561707,-0.034160979092121124,0.4474155306816101,0.8827100396156311,-0.05205925181508064,0.46558088064193726,0.862189769744873,-0.05455835536122322,0.48315078020095825,0.8426114916801453,-0.05654812231659889,0.41777661442756653,0.9155099391937256,-0.03840702027082443,0.4539213478565216,0.9140657782554626,-0.05119409039616585,0.47125351428985596,0.9049190282821655,-0.05034142732620239,0.4859931468963623,0.893554151058197,-0.05011221393942833
Como estas,0.5777232050895691,0.668903112411499,8.053287103848561e-08,0.544023871421814,0.6704755425453186,-0.012395715340971947,0.5095693469047546,0.6413790583610535,-0.018666939809918404,0.48731178045272827,0.6136691570281982,-0.02336534485220909,0.46475693583488464,0.5944971442222595,-0.02836860902607441,0.5240306258201599,0.5792809724807739,-0.015290750190615654,0.5010650753974915,0.5499264001846313,-0.027082303538918495,0.48169785737991333,0.5308331251144409,-0.0378989651799202,0.46535181999206543,0.5153586268424988,-0.04581692814826965,0.5396722555160522,0.5734285712242126,-0.01663503423333168,0.5142430067062378,0.5417039394378662,-0.026074638590216637,0.49368807673454285,0.5208920240402222,-0.03535756468772888,0.47643887996673584,0.5037740468978882,-0.042622972279787064,0.5550603866577148,0.5771675705909729,-0.019075488671660423,0.5307187438011169,0.5482455492019653,-0.028465205803513527,0.5120279788970947,0.5289703607559204,-0.03314273804426193,0.49755099415779114,0.5134497284889221,-0.036203887313604355,0.5689781308174133,0.5894948840141296,-0.022609593346714973,0.5471436977386475,0.5681706666946411,-0.03210345655679703,0.5303091406822205,0.5554180145263672,-0.03449825942516327,0.517585277557373,0.5468447804450989,-0.03537588194012642
Como estas,0.401930034160614,0.8321468830108643,-1.2467208421185205e-07,0.3740280270576477,0.8036237955093384,-0.03417176380753517,0.3521920442581177,0.7882967591285706,-0.06218332797288895,0.3311313986778259,0.7760933041572571,-0.08679941296577454,0.3087911307811737,0.7591649889945984,-0.11194721609354019,0.38835063576698303,0.8402095437049866,-0.05936070531606674,0.4096389710903168,0.8172502517700195,-0.0892210528254509,0.42821747064590454,0.7973811626434326,-0.11111914366483688,0.44408729672431946,0.7798842191696167,-0.12477037310600281,0.4230649769306183,0.8547760844230652,-0.05438564717769623,0.4513051211833954,0.8347985744476318,-0.07435762137174606,0.47373682260513306,0.8187921047210693,-0.0865204781293869,0.4921136796474457,0.8039003610610962,-0.09828829765319824,0.44975635409355164,0.8625182509422302,-0.05116445943713188,0.4782000184059143,0.8436552286148071,-0.06744220852851868,0.49850648641586304,0.830592155456543,-0.07585673034191132,0.5152391195297241,0.8154013752937317,-0.08336428552865982,0.4699721336364746,0.8613578677177429,-0.05094326287508011,0.4965973198413849,0.8432188630104065,-0.06082182005047798,0.5103235244750977,0.8310464024543762,-0.06386552006006241,0.5210467576980591,0.8190998435020447,-0.0678039938211441
Como estas,0.4010903537273407,0.7800371646881104,-2.1923227677689283e-07,0.37361428141593933,0.7512261867523193,-0.037783872336149216,0.3518056869506836,0.7433254718780518,-0.06728744506835938,0.3267831802368164,0.7414906024932861,-0.0926966518163681,0.29654377698898315,0.7309573888778687,-0.11856474727392197,0.37530606985092163,0.8006686568260193,-0.06718652695417404,0.4040203094482422,0.7805175185203552,-0.09735043346881866,0.42374899983406067,0.756538987159729,-0.11805148422718048,0.438722163438797,0.7325595617294312,-0.13091085851192474,0.40747910737991333,0.8171238899230957,-0.060233231633901596,0.43986454606056213,0.7921329736709595,-0.08249852806329727,0.4648992717266083,0.7675806283950806,-0.09444785863161087,0.48470038175582886,0.7441486120223999,-0.10556478798389435,0.43451398611068726,0.8236212730407715,-0.05474504455924034,0.46393707394599915,0.8018349409103394,-0.0725807473063469,0.48927825689315796,0.7827098965644836,-0.08163503557443619,0.5094268918037415,0.761767566204071,-0.0893690288066864,0.45659053325653076,0.8193461298942566,-0.052485812455415726,0.48052865266799927,0.8018827438354492,-0.06416737288236618,0.49799370765686035,0.7892105579376221,-0.06878834217786789,0.5116376876831055,0.7763861417770386,-0.07366202771663666
Como estas,0.3945029675960541,0.7272214293479919,-1.7842076260876638e-07,0.37237128615379333,0.7244897484779358,-0.010616454295814037,0.34926700592041016,0.7229058146476746,-0.02287205122411251,0.3244520425796509,0.7209505438804626,-0.034615203738212585,0.29948773980140686,0.7205344438552856,-0.046825896948575974,0.3691132366657257,0.744691014289856,-0.02601195126771927,0.37062251567840576,0.7603298425674438,-0.03970140218734741,0.37108129262924194,0.761559247970581,-0.050471819937229156,0.3724518120288849,0.7593834400177002,-0.05770564079284668,0.3916025757789612,0.7499412298202515,-0.028356749564409256,0.3990778625011444,0.7568332552909851,-0.038068246096372604,0.4042176902294159,0.7566393613815308,-0.04292883351445198,0.4082648456096649,0.7516182661056519,-0.048844434320926666,0.411504328250885,0.7506334185600281,-0.030760115012526512,0.4203135371208191,0.748723566532135,-0.04341169446706772,0.42685550451278687,0.7443040609359741,-0.04424451291561127,0.43095406889915466,0.737066924571991,-0.04495220258831978,0.4267329275608063,0.7485333681106567,-0.033518992364406586,0.4388297498226166,0.7415266036987305,-0.04158604145050049,0.44546791911125183,0.7363231182098389,-0.0391487181186676,0.44889435172080994,0.7294463515281677,-0.03802641108632088
Como estas,0.5573210716247559,0.7338545918464661,-7.196785389851357e-08,0.5162028670310974,0.7220951914787292,0.0011900421231985092,0.4710982143878937,0.7198700308799744,-0.0030629776883870363,0.43912866711616516,0.718916654586792,-0.00848900992423296,0.41377973556518555,0.7217764258384705,-0.015932047739624977,0.4638803005218506,0.7097052335739136,-0.016223009675741196,0.42664337158203125,0.7232547998428345,-0.030835041776299477,0.4055342376232147,0.7337284684181213,-0.04209946095943451,0.3875521123409271,0.7394183874130249,-0.05067124217748642,0.477174311876297,0.7181147336959839,-0.025295305997133255,0.4425409734249115,0.7387284636497498,-0.037930749356746674,0.42702844738960266,0.757976770401001,-0.04505487158894539,0.41236042976379395,0.7696521878242493,-0.05170140415430069,0.49584347009658813,0.7342664003372192,-0.03394504636526108,0.46523725986480713,0.7555252909660339,-0.04632272571325302,0.4539967477321625,0.7737024426460266,-0.04865793511271477,0.444044291973114,0.7830485701560974,-0.05134488642215729,0.5164461135864258,0.7558453679084778,-0.042076315730810165,0.4969545602798462,0.7738306522369385,-0.054426901042461395,0.4912416636943817,0.7841055393218994,-0.055906325578689575,0.4872806966304779,0.7908241152763367,-0.056674085557460785
Como estas,0.41691312193870544,0.7462711334228516,-3.1716658099867345e-07,0.38406863808631897,0.7313156127929688,-0.028301507234573364,0.3577560484409332,0.7309421300888062,-0.050172097980976105,0.33192533254623413,0.7288272380828857,-0.06959764659404755,0.3056414723396301,0.7280257940292358,-0.08972620964050293,0.3840865194797516,0.7826747894287109,-0.04874267056584358,0.4041149914264679,0.7687641382217407,-0.0757863000035286,0.4250798523426056,0.749430775642395,-0.09472177922725677,0.4444923400878906,0.7301431894302368,-0.10557514429092407,0.4161404073238373,0.8011170029640198,-0.04428761079907417,0.4433191418647766,0.7774264216423035,-0.06508826464414597,0.4683852195739746,0.7531706094741821,-0.07762961834669113,0.48842689394950867,0.732623279094696,-0.08719703555107117,0.441796213388443,0.808110773563385,-0.041055142879486084,0.4662913382053375,0.787291944026947,-0.05763862654566765,0.4862966537475586,0.7670651078224182,-0.06551004946231842,0.5028430223464966,0.7492926120758057,-0.0707147866487503,0.46190735697746277,0.8049846291542053,-0.040123820304870605,0.48277467489242554,0.7914311289787292,-0.05046219751238823,0.4986897110939026,0.7790572643280029,-0.053056444972753525,0.5121679306030273,0.7699706554412842,-0.05480250343680382
Como estas,0.4157734811306,0.784218430519104,-2.4762866246419435e-07,0.3820880353450775,0.7643559575080872,-0.02569388970732689,0.3573406934738159,0.7507781982421875,-0.0466826967895031,0.33502641320228577,0.7409101724624634,-0.065923772752285,0.31165629625320435,0.7422956824302673,-0.08750306069850922,0.3888895511627197,0.7783777117729187,-0.05009431391954422,0.4041094481945038,0.7629045248031616,-0.07589279115200043,0.41944095492362976,0.7506839036941528,-0.09595081210136414,0.43341752886772156,0.7437959313392639,-0.1079617291688919,0.4200313687324524,0.7872006893157959,-0.04704314097762108,0.4407106637954712,0.7769586443901062,-0.06717552244663239,0.46345001459121704,0.7643406391143799,-0.08087904751300812,0.48233211040496826,0.7510916590690613,-0.09195104241371155,0.44541338086128235,0.7932196855545044,-0.04439267888665199,0.4642277657985687,0.7831971049308777,-0.061020392924547195,0.4845552146434784,0.7726789116859436,-0.06948050856590271,0.5006210207939148,0.762553334236145,-0.07556717097759247,0.46582165360450745,0.7942107319831848,-0.0437251441180706,0.4841822385787964,0.7858300805091858,-0.053198546171188354,0.49888142943382263,0.7807976603507996,-0.05502724274992943,0.5110487937927246,0.7765034437179565,-0.05742521956562996
